product_id,current_price,competitor_price,demand_last_week,stock_level,marketing_spend,season,day_of_week,customer_rating,units_sold,optimal_price
1008,172.93,175.34,160,705,2773.2,winter,thursday,3.64,194,174.52
1986,126.42,133.4,382,744,3662.49,monsoon,friday,4.04,419,128.93
1169,7.42,14.51,359,665,235.47,monsoon,monday,3.59,268,8.21
1289,49.4,51.99,140,739,3786.16,festival,sunday,3.12,178,51.48
1167,93.15,91.02,183,638,1226.16,summer,sunday,3.37,136,93.5
1343,127.48,131.09,47,31,2229.7,festival,wednesday,4.6,42,129.03
1496,143.09,140.08,90,412,3050.29,winter,monday,3.09,76,144.28
1144,158.71,161.95,348,133,2153.1,monsoon,tuesday,3.29,333,160.11
1412,113.35,119.32,437,160,4251.76,monsoon,sunday,2.99,466,116.06
1739,132.96,122.81,94,889,4458.48,monsoon,thursday,2.65,93,134.07
1817,163.19,172.05,318,808,4195.08,winter,saturday,4.35,398,166.16
1587,145.37,152.29,159,785,2405.36,winter,monday,4.05,148,147.24
1734,191.19,173.37,129,302,4206.13,winter,sunday,3.37,154,191.5
1688,175.56,156.93,411,345,2012.42,monsoon,tuesday,3.05,494,174.67
1456,38.03,46.44,472,365,3657.01,festival,wednesday,4.88,477,40.76
1700,189.75,175.28,13,231,1412.46,winter,wednesday,4.31,13,189.05
1978,44.81,38.19,488,652,4961.64,winter,saturday,3.0,397,46.56
1301,198.3,192.45,319,723,3365.16,festival,sunday,3.8,365,199.37
1045,141.76,141.39,270,40,4176.6,festival,wednesday,3.03,201,143.81
1893,127.37,134.02,374,585,4380.32,winter,sunday,3.23,358,130.18
1016,68.24,79.73,198,505,3637.13,summer,tuesday,4.56,233,71.24
1577,30.96,26.09,419,329,2614.68,winter,saturday,3.41,333,31.77
1359,29.6,37.66,194,83,4641.53,monsoon,sunday,4.7,144,32.8
1260,173.98,179.61,178,909,4315.72,festival,wednesday,4.77,167,176.7
1122,89.33,89.98,289,928,2274.83,festival,monday,4.13,247,90.5
1230,114.17,118.15,211,257,652.96,summer,thursday,2.87,148,114.86
1949,186.71,184.27,380,275,327.45,monsoon,wednesday,3.73,292,186.64
1636,54.79,53.35,132,529,748.62,festival,tuesday,3.64,131,55.0
1111,153.97,159.25,298,975,601.34,festival,friday,3.94,299,154.75
1783,96.74,84.51,336,101,2477.0,festival,wednesday,3.83,247,96.79
1592,46.49,36.99,309,245,3342.84,monsoon,sunday,3.68,319,47.22
1245,171.33,176.07,103,741,4677.88,summer,saturday,3.6,76,174.1
1858,137.59,146.43,203,339,2347.12,summer,thursday,4.68,227,139.7
1390,23.51,28.04,393,115,842.8,summer,monday,3.8,506,24.41
1391,110.64,106.93,248,656,2933.4,winter,saturday,4.81,309,111.76
1327,171.09,170.63,229,791,2075.87,winter,saturday,3.0,229,172.0
1214,18.05,4.17,161,870,772.56,summer,wednesday,4.32,121,17.03
1863,86.17,89.31,258,623,2578.34,monsoon,monday,2.83,212,87.7
1746,162.02,153.87,312,624,1300.11,monsoon,saturday,4.85,318,161.89
1366,172.38,160.25,101,176,1825.19,winter,friday,4.96,90,172.16
1081,156.2,170.28,292,428,4455.39,festival,thursday,2.76,231,159.78
1805,64.61,65.71,104,356,3312.98,summer,tuesday,3.68,109,66.37
1821,103.85,94.39,279,311,859.98,summer,thursday,4.53,236,103.38
1075,149.55,141.97,423,831,4861.83,winter,monday,3.8,533,151.18
1526,34.75,36.07,297,166,3425.57,festival,monday,4.86,300,36.67
1731,121.02,108.22,388,690,2050.32,festival,wednesday,4.73,354,120.78
1502,145.47,158.26,427,992,184.63,winter,tuesday,4.52,356,146.82
1741,170.75,148.66,467,798,1857.4,monsoon,wednesday,3.09,344,169.39
1945,26.78,24.01,312,620,4817.96,winter,friday,4.38,327,28.92
1951,69.29,69.09,439,689,80.23,summer,saturday,4.08,469,69.3
1478,110.62,107.31,172,806,4985.14,monsoon,monday,3.12,141,112.71
1371,141.71,149.22,368,242,4110.46,festival,friday,3.09,418,144.5
1264,147.36,150.84,46,510,2699.42,monsoon,thursday,4.73,48,149.09
1263,54.39,50.55,38,822,2234.42,monsoon,thursday,3.07,29,55.04
1109,7.71,0.67,339,675,1308.72,monsoon,monday,4.36,312,7.66
1914,140.29,133.82,473,621,2196.05,monsoon,tuesday,3.44,512,140.7
1306,182.28,187.69,255,385,2251.64,winter,sunday,2.59,228,183.89
1199,160.52,153.36,322,749,4361.33,summer,wednesday,3.34,318,161.93
1225,126.38,150.74,195,531,4264.97,monsoon,sunday,3.14,159,130.9
1184,195.63,199.84,20,740,2782.63,festival,monday,3.9,20,197.41
1963,89.46,90.39,489,574,1237.95,festival,monday,4.95,582,90.21
1030,107.38,106.37,58,89,572.67,festival,tuesday,4.15,61,107.61
1613,7.4,-3.05,307,868,3647.39,summer,wednesday,3.94,253,8.14
1770,189.46,197.22,490,533,3663.21,festival,saturday,4.71,628,192.1
1098,118.75,106.91,191,270,4862.91,summer,tuesday,3.5,198,120.0
1338,81.21,97.76,371,761,3679.1,festival,thursday,3.55,425,84.66
1810,13.69,23.48,58,153,280.14,festival,friday,3.72,46,14.83
1796,75.67,82.27,248,358,2466.16,winter,friday,3.77,212,77.57
1265,5.7,13.61,379,812,467.7,festival,thursday,2.88,276,6.64
1651,68.25,71.44,261,279,4314.4,festival,friday,3.71,263,70.73
1813,190.53,191.87,115,326,2370.22,festival,friday,2.54,94,191.79
1797,35.08,31.93,468,162,797.4,festival,thursday,4.54,390,35.22
1349,111.36,109.32,173,547,2115.28,festival,thursday,4.93,155,112.26
1977,41.39,35.51,451,770,2795.63,winter,sunday,4.42,470,42.19
1727,157.76,159.53,394,321,2853.21,monsoon,tuesday,3.84,283,159.37
1543,114.67,132.82,253,759,2065.5,festival,wednesday,4.71,217,117.53
1456,44.44,49.37,18,523,1768.09,monsoon,saturday,4.96,19,45.86
1814,173.92,162.16,138,50,2281.75,summer,friday,3.83,146,173.92
1087,157.88,170.48,129,559,3678.57,winter,wednesday,2.6,141,160.9
1062,190.5,178.95,173,732,3873.01,winter,tuesday,2.54,183,191.19
1921,5.12,17.59,228,713,3648.08,festival,sunday,3.57,176,8.15
1386,94.14,97.14,402,778,583.63,summer,wednesday,3.15,344,94.66
1790,199.97,202.44,227,18,394.76,monsoon,tuesday,4.73,265,200.5
1458,163.18,174.56,190,363,297.62,summer,saturday,3.34,178,164.45
1585,167.1,181.91,322,732,1284.85,winter,wednesday,3.72,293,169.19
1817,126.12,123.16,198,676,3447.79,winter,saturday,3.74,214,127.52
1931,144.02,125.9,485,880,145.3,winter,friday,4.03,412,142.24
1635,162.04,169.58,111,300,2417.93,summer,monday,3.3,133,163.99
1268,22.99,13.03,210,892,2197.75,festival,sunday,4.28,246,23.07
1893,140.05,132.19,407,870,1073.35,festival,saturday,3.98,325,139.76
1796,164.0,167.03,316,955,84.49,monsoon,friday,4.78,329,164.34
1933,12.97,8.62,63,109,1298.73,festival,saturday,3.95,55,13.22
1972,62.93,55.99,118,34,2287.14,winter,saturday,3.71,96,63.41
1632,68.18,64.3,294,907,753.67,winter,monday,2.95,353,68.08
1345,171.64,183.53,454,934,1922.71,winter,wednesday,4.23,395,173.76
1723,157.17,152.18,206,161,233.84,winter,saturday,4.42,194,156.84
1900,133.0,133.27,14,15,3324.93,monsoon,thursday,2.62,14,134.67
1659,161.92,174.08,483,88,3650.27,monsoon,wednesday,2.72,507,164.94
1077,93.42,91.05,22,297,374.86,winter,saturday,4.75,21,93.43
1364,175.6,165.74,326,244,2904.42,festival,thursday,4.86,280,176.13
1013,50.67,47.85,441,231,651.74,summer,sunday,3.62,331,50.72
1135,142.39,122.2,381,527,26.99,monsoon,friday,2.67,323,140.32
1303,52.14,53.3,360,869,497.17,summer,monday,4.45,315,52.49
1396,12.77,9.09,235,690,4112.59,summer,tuesday,2.53,249,14.37
1791,60.41,49.25,323,62,1375.81,summer,tuesday,4.71,339,60.06
1078,101.12,124.1,299,517,396.93,festival,wednesday,3.73,211,103.6
1754,169.47,159.22,348,923,2641.12,festival,saturday,3.08,386,169.68
1704,104.23,114.52,352,458,4817.08,monsoon,friday,3.87,457,107.67
1981,39.93,46.42,382,557,2756.23,summer,tuesday,3.66,290,41.93
1417,198.59,194.46,369,65,2238.81,monsoon,sunday,4.81,412,199.38
1241,57.66,62.74,125,706,4943.85,winter,tuesday,4.06,108,60.62
1050,197.13,193.61,32,586,3307.53,festival,wednesday,4.18,24,198.43
1743,187.59,183.34,267,90,3699.04,monsoon,wednesday,4.82,255,189.1
1770,110.78,107.57,429,980,214.82,monsoon,sunday,3.38,475,110.49
1383,22.93,30.56,373,608,1202.4,winter,tuesday,2.73,340,24.22
1374,140.61,143.49,268,781,302.57,festival,wednesday,3.53,192,141.0
1729,169.91,172.7,306,977,793.35,festival,sunday,4.62,362,170.57
1205,91.83,74.64,348,230,4687.35,winter,thursday,4.32,345,92.5
1825,51.61,55.42,103,872,2666.54,summer,wednesday,2.82,92,53.23
1488,161.55,150.5,434,491,3659.35,summer,friday,4.56,493,162.3
1380,111.29,100.47,113,600,2524.48,summer,saturday,4.67,140,111.49
1967,43.54,42.94,130,166,1149.11,summer,friday,3.39,125,44.06
1880,190.16,206.68,432,684,1379.97,festival,tuesday,4.79,404,192.52
1310,189.88,194.8,82,692,745.43,summer,sunday,4.56,82,190.75
1374,76.57,63.78,380,184,427.87,summer,friday,4.1,304,75.54
1631,17.48,39.81,305,185,1224.78,monsoon,monday,2.94,339,20.3
1591,128.0,117.95,297,399,1932.59,festival,sunday,3.66,305,127.95
1041,66.86,77.73,244,818,4314.85,monsoon,saturday,4.54,247,70.1
1532,17.94,32.07,177,867,3549.79,summer,wednesday,4.3,134,21.11
1521,178.9,180.69,283,756,2609.42,winter,sunday,3.51,306,180.33
1824,199.63,186.89,127,812,917.95,summer,monday,4.8,162,198.82
1152,73.33,74.72,495,479,4501.62,summer,thursday,4.72,377,75.76
1311,150.23,149.45,254,996,4744.35,monsoon,monday,3.65,306,152.46
1293,17.83,-1.28,417,566,4317.66,festival,sunday,3.71,460,18.06
1597,77.09,73.79,411,192,4606.92,summer,sunday,4.7,453,79.13
1112,26.21,13.28,244,106,247.02,festival,sunday,4.35,257,25.1
1700,15.79,15.51,13,579,4216.16,festival,thursday,3.98,14,17.86
1111,119.81,126.93,399,669,3667.06,winter,tuesday,3.4,479,122.31
1174,161.4,159.51,493,817,2462.84,festival,tuesday,3.37,400,162.38
1821,93.33,105.17,315,39,4539.49,winter,friday,4.82,395,96.87
1301,107.21,112.09,419,775,3863.28,winter,friday,3.29,333,109.57
1963,57.79,48.66,466,590,608.4,monsoon,tuesday,3.62,345,57.15
1515,148.6,141.69,447,589,984.28,winter,tuesday,4.11,314,148.4
1733,75.41,88.02,66,824,2924.47,festival,monday,4.91,54,78.15
1961,18.16,16.01,367,871,1724.42,summer,monday,3.07,427,18.72
1220,37.27,64.79,394,826,4259.49,summer,wednesday,2.72,386,42.06
1170,30.05,18.67,96,647,4451.87,monsoon,sunday,2.9,94,31.07
1317,90.0,101.39,338,784,2394.87,winter,wednesday,4.85,345,92.35
1995,17.72,0.28,101,736,0.18,monsoon,saturday,3.39,93,15.92
1212,162.26,130.5,151,841,565.56,winter,wednesday,3.48,144,159.31
1252,182.06,186.81,415,914,1191.74,monsoon,friday,2.66,362,183.02
1123,53.44,31.33,206,501,177.24,winter,wednesday,3.46,241,51.29
1639,99.67,112.96,344,968,2233.92,summer,thursday,4.72,403,102.11
1212,106.22,118.92,152,734,1414.48,summer,saturday,2.5,133,108.1
1623,197.08,189.76,300,907,1634.9,summer,thursday,2.96,244,197.07
1084,17.8,12.78,168,989,1355.33,monsoon,tuesday,3.79,120,17.92
1515,135.24,113.1,354,316,3745.1,festival,wednesday,3.98,418,134.92
1064,72.42,56.21,339,44,2075.44,festival,saturday,3.96,290,71.88
1317,102.85,91.18,431,720,2621.25,winter,sunday,4.79,514,103.01
1345,47.32,35.04,188,998,3808.5,summer,wednesday,3.46,220,47.92
1631,36.25,38.06,172,227,4498.3,monsoon,wednesday,2.75,178,38.64
1242,52.5,68.07,236,529,1285.68,summer,saturday,3.61,292,54.68
1897,18.9,14.98,129,831,200.91,monsoon,tuesday,3.4,136,18.55
1136,59.23,58.72,128,376,3651.44,winter,friday,4.87,104,61.06
1246,139.62,142.15,195,785,3162.02,summer,monday,4.08,191,141.43
1440,132.04,120.73,319,945,4868.69,festival,thursday,3.56,384,133.28
1044,113.13,114.36,399,278,4356.17,monsoon,thursday,2.9,458,115.4
1657,5.08,-1.58,55,755,3846.42,monsoon,friday,3.01,64,6.26
1879,29.53,46.27,120,617,3611.7,winter,thursday,4.55,120,33.03
1687,169.36,164.72,346,763,2044.09,festival,saturday,3.94,273,169.89
1553,57.99,61.33,328,762,1064.13,winter,friday,2.83,334,58.77
1808,182.88,180.92,81,715,1500.56,monsoon,thursday,3.15,79,183.37
1970,175.54,171.73,46,514,2459.94,winter,friday,4.18,37,176.4
1088,35.21,39.52,455,822,1567.1,festival,saturday,3.75,490,36.38
1729,180.14,175.71,168,312,374.16,summer,friday,3.45,186,179.88
1953,127.43,125.78,208,158,544.04,monsoon,friday,4.48,263,127.6
1227,127.91,124.54,63,743,3520.87,winter,sunday,3.7,61,129.29
1809,171.27,192.8,73,809,4076.62,monsoon,thursday,4.83,82,175.47
1290,83.99,82.58,43,762,1912.84,festival,monday,4.86,45,84.82
1421,148.38,155.55,385,629,434.25,festival,thursday,4.65,428,149.33
1066,135.21,128.13,410,732,1687.45,summer,sunday,4.27,474,135.34
1250,155.45,152.34,455,601,2912.45,festival,saturday,3.06,364,156.54
1040,133.74,144.43,238,102,1458.2,winter,friday,3.22,204,135.54
1098,20.61,23.41,329,714,1729.79,summer,friday,4.13,253,21.74
1305,62.08,80.68,463,958,2443.35,winter,saturday,3.33,384,65.08
1871,188.28,182.97,22,816,1731.79,winter,saturday,4.03,22,188.58
1853,48.57,67.68,343,631,111.92,winter,saturday,4.54,399,50.55
1455,97.09,96.65,31,549,506.83,winter,friday,4.72,28,97.33
1590,74.6,73.44,99,585,3604.5,summer,wednesday,2.63,82,76.21
1300,21.83,26.22,465,953,4551.55,summer,saturday,4.14,530,24.51
1198,40.33,38.21,366,672,2138.74,festival,wednesday,4.62,408,41.2
1658,60.9,69.81,453,912,4107.07,festival,tuesday,2.59,424,63.73
1487,95.35,93.99,119,502,3835.37,monsoon,wednesday,3.66,123,97.11
1105,175.53,169.59,85,160,2296.6,winter,saturday,3.86,96,176.11
1400,105.55,104.98,276,555,4168.1,winter,friday,3.27,349,107.54
1704,132.12,109.14,251,602,3884.26,festival,thursday,3.73,215,131.74
1476,88.06,81.68,466,648,98.65,monsoon,monday,2.6,386,87.39
1121,174.66,179.5,62,688,2125.95,festival,tuesday,2.9,66,176.13
1076,134.21,147.17,259,523,4066.04,summer,sunday,4.8,213,137.58
1311,22.67,31.05,60,425,3597.02,winter,wednesday,3.24,68,25.28
1111,98.11,99.98,60,15,940.92,summer,wednesday,2.7,76,98.75
1860,166.31,166.56,106,482,343.74,summer,thursday,4.2,86,166.52
1808,148.06,145.15,92,718,3767.01,summer,monday,4.91,107,149.68
1681,181.54,180.87,403,898,1658.01,summer,tuesday,3.46,369,182.24
1517,49.4,55.47,495,543,430.52,summer,thursday,4.97,364,50.27
1196,195.55,187.88,204,963,2460.72,monsoon,thursday,3.68,230,195.95
1097,60.59,60.09,107,146,1839.22,monsoon,saturday,2.98,77,61.44
1458,14.79,24.89,198,317,1832.25,summer,tuesday,3.66,193,16.72
1840,101.66,109.52,262,40,627.53,festival,sunday,3.03,189,102.76
1229,26.52,30.15,375,516,3659.5,monsoon,saturday,3.02,398,28.66
1167,137.86,128.38,425,504,3290.06,festival,monday,4.29,340,138.57
1808,180.61,190.83,449,828,3305.02,summer,wednesday,4.98,382,183.3
1776,184.66,164.69,190,661,1078.39,festival,tuesday,3.4,139,183.16
1007,123.37,116.58,119,572,1453.94,festival,thursday,4.06,131,123.41
1171,109.38,112.35,424,345,3024.85,summer,thursday,2.9,444,111.15
1953,198.83,207.17,183,819,1780.39,festival,monday,3.21,152,200.48
1359,117.99,113.14,244,161,2742.35,monsoon,thursday,3.49,279,118.88
1194,185.85,190.53,418,5,3986.5,festival,thursday,4.54,421,188.39
1268,183.74,173.44,488,461,3211.74,winter,saturday,4.1,555,184.32
1018,61.46,65.47,356,91,1389.9,winter,friday,2.62,401,62.53
1353,7.68,18.48,170,981,181.01,winter,friday,2.96,212,8.75
1863,90.64,90.06,61,813,70.05,winter,wednesday,3.05,47,90.54
1048,172.97,187.93,472,5,1606.81,monsoon,monday,3.19,548,175.28
1463,168.05,171.52,45,164,1165.8,monsoon,saturday,2.77,47,168.95
1355,122.72,130.21,435,318,4067.25,summer,tuesday,2.92,546,125.47
1849,35.55,38.21,69,263,3557.73,winter,tuesday,4.52,54,37.64
1973,25.98,4.77,112,167,2499.84,summer,sunday,2.95,104,25.09
1157,191.16,202.93,265,637,1294.68,monsoon,thursday,2.65,276,192.9
1065,87.17,93.18,222,163,4945.44,festival,tuesday,4.05,214,90.28
1972,131.39,132.85,171,131,1181.7,festival,monday,4.78,150,132.2
1858,181.64,169.89,284,848,3495.22,summer,sunday,4.42,292,182.2
1570,174.63,174.22,337,957,112.45,monsoon,friday,3.13,420,174.56
1820,115.55,112.24,91,504,1496.26,winter,friday,4.79,93,116.01
1307,100.14,80.94,341,983,1060.87,monsoon,tuesday,4.13,270,98.71
1336,148.38,169.55,223,393,3322.52,monsoon,monday,4.28,266,152.18
1670,73.18,85.93,86,330,3466.2,festival,thursday,4.89,64,76.25
1782,126.95,119.09,21,206,3503.94,winter,sunday,2.95,17,127.89
1120,9.51,2.72,76,701,2852.33,festival,tuesday,3.64,64,10.22
1765,165.74,168.04,351,607,2698.72,winter,wednesday,2.96,374,167.26
1403,199.62,207.83,175,495,3275.99,monsoon,sunday,3.2,199,202.04
1772,191.17,189.73,279,198,3639.28,festival,thursday,3.08,215,192.83
1646,75.18,78.8,447,10,4716.05,summer,monday,4.06,356,77.95
1785,108.56,101.85,451,931,3009.92,summer,friday,3.92,570,109.35
1567,51.06,43.17,455,463,344.19,monsoon,tuesday,2.84,478,50.39
1842,64.08,59.04,237,822,422.76,monsoon,saturday,2.65,175,63.69
1095,94.18,88.94,122,800,3293.73,winter,friday,2.8,96,95.21
1113,150.68,136.19,121,359,4241.87,summer,sunday,2.91,90,151.31
1986,8.49,9.19,310,802,3877.25,monsoon,tuesday,2.81,290,10.41
1985,81.79,95.8,18,815,1797.46,festival,sunday,2.56,21,83.99
1868,113.52,102.98,461,94,4448.55,monsoon,friday,3.48,520,114.7
1428,46.96,42.09,74,550,824.12,monsoon,friday,2.81,94,46.82
1539,20.3,13.43,452,608,248.66,monsoon,tuesday,2.78,517,19.67
1817,110.22,99.22,269,292,2406.07,summer,tuesday,4.53,303,110.37
1001,129.37,99.83,473,494,1195.17,festival,saturday,2.89,545,126.96
1211,130.0,122.73,164,809,1584.01,summer,tuesday,3.64,128,130.02
1579,74.53,67.87,194,263,1467.62,monsoon,monday,3.35,216,74.59
1639,51.29,61.31,196,517,1549.17,festival,wednesday,4.26,218,53.08
1332,47.98,47.92,181,310,2469.48,winter,saturday,3.1,127,49.18
1023,12.9,21.74,223,739,100.48,festival,thursday,3.85,246,13.8
1764,41.01,41.12,245,779,1021.05,festival,saturday,4.45,188,41.53
1367,164.63,161.61,267,572,3293.87,summer,sunday,2.99,339,165.92
1741,5.59,24.12,34,137,4031.39,monsoon,tuesday,4.03,37,9.5
1505,13.56,9.66,345,653,4819.68,festival,sunday,3.63,315,15.55
1999,29.77,30.38,319,500,1130.69,winter,saturday,4.52,263,30.42
1175,86.95,81.92,43,333,4518.01,monsoon,wednesday,2.85,39,88.67
1428,70.08,65.05,485,700,650.9,summer,thursday,2.62,414,69.81
1886,39.68,50.73,159,604,4894.1,monsoon,friday,3.27,154,43.19
1732,26.64,27.3,403,728,38.4,winter,sunday,4.56,306,26.73
1441,188.08,178.1,13,80,2849.62,festival,saturday,3.58,16,188.53
1547,182.69,185.18,405,329,580.28,summer,monday,2.96,298,183.19
1513,155.52,165.85,109,286,1212.09,festival,wednesday,4.55,92,157.21
1894,54.14,47.43,250,307,234.14,summer,thursday,3.88,239,53.6
1360,68.12,61.42,351,936,2291.46,summer,friday,2.54,329,68.48
1273,134.84,128.47,319,574,3016.86,monsoon,tuesday,2.58,321,135.63
1176,61.88,59.46,35,675,1880.48,summer,friday,2.89,29,62.51
1263,108.47,113.08,28,82,1070.4,monsoon,tuesday,3.46,20,109.48
1185,132.0,132.41,187,289,1517.61,monsoon,monday,2.8,226,132.76
1526,106.24,108.36,360,755,3615.82,summer,thursday,4.18,276,108.24
1912,85.59,99.39,178,879,3934.19,festival,tuesday,3.54,196,88.88
1278,72.84,74.27,218,21,860.1,winter,saturday,4.34,239,73.48
1705,156.66,164.44,254,211,1608.87,winter,tuesday,2.86,191,158.21
1197,149.1,143.67,108,56,4082.39,monsoon,sunday,4.45,108,150.67
1348,140.76,145.91,172,629,902.93,winter,sunday,2.85,180,141.66
1922,78.06,81.24,118,99,620.26,summer,friday,4.57,106,78.76
1420,156.27,153.61,239,833,650.43,winter,wednesday,2.91,216,156.24
1304,191.75,194.82,406,356,2599.65,monsoon,tuesday,3.57,487,193.35
1063,139.35,124.17,441,921,3014.8,winter,friday,3.69,467,139.28
1289,84.54,89.43,233,666,1375.5,winter,monday,2.54,230,85.63
1017,160.31,147.18,331,28,3234.78,summer,saturday,4.37,291,160.68
1063,123.81,137.01,27,169,1543.99,summer,monday,4.1,26,125.94
1873,176.15,174.33,371,593,3771.92,winter,saturday,3.15,338,177.8
1329,144.07,136.65,361,576,3438.98,summer,saturday,3.03,312,144.99
1869,155.13,162.71,265,43,1144.6,summer,saturday,2.87,249,156.45
1762,135.15,139.1,394,355,4495.34,monsoon,friday,4.07,343,137.81
1939,22.94,23.04,232,498,1524.63,monsoon,sunday,3.9,233,23.71
1016,99.6,72.88,173,304,2734.47,summer,monday,3.17,182,98.27
1442,16.02,25.96,475,634,3637.71,winter,tuesday,3.66,506,18.8
1140,92.27,93.21,444,947,778.7,winter,saturday,3.23,540,92.67
1307,144.7,139.22,43,22,1700.95,festival,saturday,2.98,46,145.0
1443,87.14,77.48,53,879,1294.74,monsoon,sunday,4.45,44,86.81
1495,5.32,18.0,43,549,3779.93,winter,friday,2.64,51,8.41
1425,77.01,80.76,329,253,1893.07,summer,wednesday,3.85,270,78.35
1474,18.21,34.73,458,422,4598.07,winter,saturday,4.68,544,22.2
1831,157.22,170.22,249,76,1633.72,winter,saturday,2.62,175,159.31
1244,157.83,160.03,173,354,4902.08,summer,saturday,4.87,159,160.56
1449,162.24,166.77,298,218,3828.61,summer,sunday,3.16,386,164.59
1801,10.91,-3.88,450,223,3794.59,monsoon,friday,4.86,537,11.4
1350,11.29,18.39,122,262,1555.57,summer,wednesday,2.94,127,12.75
1598,181.17,182.87,276,505,2895.52,summer,tuesday,3.56,263,182.77
1710,29.12,28.92,169,341,4520.72,summer,tuesday,3.02,187,31.33
1869,135.67,131.27,134,309,4125.36,monsoon,wednesday,3.32,172,137.28
1959,160.11,167.32,222,738,1526.94,monsoon,saturday,3.22,257,161.53
1160,92.33,87.26,430,478,404.61,monsoon,monday,3.23,353,91.99
1139,111.56,100.8,92,236,2721.03,festival,thursday,3.8,65,111.86
1492,49.34,39.66,130,767,1300.19,monsoon,sunday,4.38,155,49.01
1587,185.1,173.26,438,782,2073.15,winter,monday,2.87,448,184.87
1530,63.85,73.49,352,46,778.21,summer,tuesday,3.56,448,65.23
1392,47.47,43.25,438,497,2082.07,festival,monday,4.41,526,48.11
1841,107.45,106.57,281,724,3079.9,festival,tuesday,2.5,222,108.8
1400,42.15,55.8,359,721,4474.08,summer,thursday,2.94,271,45.68
1049,138.9,129.26,488,395,2522.25,summer,tuesday,3.13,432,139.16
1743,105.45,94.19,11,467,1346.28,winter,tuesday,3.96,13,105.0
1294,33.82,35.47,261,699,264.56,winter,tuesday,4.02,293,34.1
1424,18.11,12.86,219,343,4659.04,winter,saturday,4.35,259,19.95
1905,31.71,41.89,82,926,3604.07,festival,monday,4.53,61,34.51
1011,31.64,30.12,471,516,4916.62,winter,sunday,3.7,394,33.93
1334,66.01,58.53,457,812,4676.02,winter,friday,3.97,347,67.57
1990,167.49,160.76,400,308,3382.96,winter,monday,3.6,464,168.51
1014,16.17,24.42,162,924,1071.74,monsoon,tuesday,3.11,162,17.44
1027,29.98,26.89,403,424,1146.19,monsoon,sunday,2.64,448,30.18
1387,64.07,67.86,64,329,4050.39,festival,sunday,4.33,54,66.51
1291,112.9,104.72,269,859,3065.43,summer,saturday,4.02,191,113.58
1886,153.76,143.71,108,473,454.22,winter,sunday,2.85,80,152.93
1832,184.63,175.75,126,539,1426.65,monsoon,monday,4.71,109,184.49
1249,85.36,78.16,358,280,403.85,monsoon,wednesday,3.2,421,84.82
1504,25.64,31.36,278,232,2312.72,festival,thursday,3.34,248,27.36
1097,46.64,32.19,127,18,4123.17,summer,thursday,4.72,139,47.34
1814,61.01,49.56,199,168,3284.49,winter,saturday,3.02,156,61.49
1336,158.29,164.45,68,481,3614.99,monsoon,sunday,3.22,58,160.68
1038,138.9,143.31,408,857,649.3,festival,tuesday,2.88,302,139.57
1037,45.76,51.49,87,830,2560.24,festival,sunday,4.45,99,47.6
1299,168.56,156.7,351,889,2592.41,monsoon,wednesday,3.96,253,168.63
1178,172.54,172.18,466,940,2556.03,festival,saturday,4.52,351,173.76
1608,177.08,160.74,373,234,2818.77,summer,sunday,3.61,312,176.86
1891,58.63,44.31,162,684,4829.95,festival,friday,3.24,117,59.56
1468,31.08,27.33,199,871,4678.25,summer,saturday,3.3,250,32.97
1281,25.27,27.91,332,893,2202.2,summer,monday,4.4,417,26.62
1749,83.02,93.33,178,807,1759.06,monsoon,saturday,4.06,160,84.9
1163,88.72,84.5,210,235,1151.21,summer,monday,3.28,220,88.86
1452,174.3,179.24,499,755,2845.98,summer,saturday,3.27,611,176.15
1096,57.21,48.01,356,478,3839.59,winter,monday,2.87,288,58.16
1768,127.24,141.15,219,14,2212.81,summer,saturday,4.52,241,129.81
1308,158.7,166.22,92,556,763.41,monsoon,sunday,4.16,79,159.84
1261,57.48,50.16,70,523,430.88,summer,monday,3.88,54,56.96
1292,57.09,52.89,443,783,13.82,monsoon,tuesday,4.21,336,56.66
1769,135.49,137.74,140,180,4544.54,summer,friday,3.63,128,138.0
1248,146.6,141.35,230,639,4337.09,summer,tuesday,4.15,289,148.24
1244,192.15,181.52,152,783,2927.25,winter,friday,4.82,188,192.56
1250,170.74,173.71,493,166,3941.41,festival,thursday,2.69,632,172.98
1122,165.3,165.52,496,829,3646.54,festival,sunday,2.53,554,167.04
1324,140.0,134.28,366,17,890.65,monsoon,saturday,3.03,304,139.87
1985,28.1,30.23,13,35,3170.91,summer,sunday,4.95,14,29.99
1680,162.8,147.57,119,363,4660.42,festival,monday,3.07,141,163.57
1946,187.39,191.17,335,655,1375.85,monsoon,monday,2.73,266,188.38
1500,81.19,83.12,238,577,3588.78,monsoon,thursday,3.87,285,83.16
1686,66.16,57.19,317,4,1465.22,summer,saturday,4.03,351,66.05
1780,106.88,88.53,210,217,1759.89,festival,thursday,3.85,179,105.95
1715,191.51,196.62,387,873,2884.04,monsoon,wednesday,3.65,415,193.41
1836,14.91,7.14,474,600,1570.34,festival,sunday,2.86,427,14.85
1065,143.23,148.77,243,702,2997.77,summer,tuesday,4.22,271,145.27
1826,163.86,172.63,232,62,931.83,monsoon,friday,4.21,247,165.26
1835,158.81,178.22,157,508,4440.77,monsoon,tuesday,3.71,110,162.96
1058,115.52,97.03,187,874,3235.21,winter,thursday,3.81,234,115.24
